round,validator,crypto,behavior,latency,sensor,effective
113,D,88,18,12,100,57
114,A,100,12,18,96,60
114,B,92,60,4,88,68
114,C,100,45,29,100,72
114,D,89,0,12,100,52
115,A,100,0,13,97,56
115,B,93,66,5,89,71
115,C,100,16,27,100,63
115,D,90,6,2,100,53
116,A,100,0,11,98,56
116,B,94,37,13,90,64
116,C,100,0,28,100,59
116,D,91,0,0,100,51
117,A,100,6,15,99,58
117,B,95,43,10,80,64
117,C,100,6,28,100,61
117,D,92,6,3,100,54
118,A,100,0,8,100,56
118,B,96,49,14,81,67
118,C,100,12,30,100,63
118,D,93,0,5,100,52
119,A,100,6,8,100,58
119,B,97,55,11,82,69
119,C,100,18,30,100,64
119,D,94,0,5,100,53
120,A,100,12,4,100,59
120,B,98,26,5,83,60
120,C,100,0,25,100,58
120,D,95,6,4,100,55
121,A,100,0,9,100,56
121,B,99,0,0,84,52
121,C,100,6,27,100,60
121,D,96,0,11,100,55
122,A,100,6,14,100,58
122,B,100,6,0,74,52
122,C,100,12,18,90,59
122,D,97,0,9,100,55
123,A,100,12,14,100,60
123,B,100,12,0,75,54
123,C,100,18,20,91,62
123,D,82,0,2,100,48
124,A,100,18,19,100,63
124,B,100,18,2,76,57
124,C,100,24,19,92,63
124,D,83,6,5,100,50
125,A,100,24,24,100,65
125,B,100,24,0,77,58
125,C,100,30,23,93,66
125,D,84,12,1,100,52
126,A,100,30,24,100,67
126,B,100,30,0,78,60
126,C,100,36,23,94,68
126,D,85,18,1,100,54
127,A,100,36,17,100,68
127,B,100,36,1,79,62
127,C,100,42,20,95,69
127,D,86,24,0,100,56
128,A,100,42,17,100,70
128,B,100,7,0,80,54
128,C,100,48,22,96,72
128,D,87,30,0,100,58
129,A,100,48,15,100,71
129,B,100,0,4,81,52
129,C,100,54,21,97,73
129,D,88,1,1,100,50
130,A,100,19,7,100,61
130,B,100,6,0,82,54
130,C,100,60,22,98,76
130,D,89,7,2,100,53
131,A,100,25,6,100,63
131,B,100,0,0,83,52
131,C,100,31,18,99,66
131,D,90,13,4,100,55
132,A,100,31,7,100,65
132,B,100,6,2,84,54
132,C,100,37,9,100,67
132,D,91,19,10,100,58
133,A,100,37,1,90,64
133,B,100,12,4,85,56
133,C,100,8,8,100,58
133,D,92,25,9,100,60
134,A,100,8,0,91,56
134,B,100,18,4,86,58
134,C,100,14,7,100,60
134,D,93,0,9,100,53
135,A,100,0,0,92,53
135,B,100,0,3,87,53
135,C,100,20,5,90,60
135,D,94,6,8,90,54
136,A,100,0,5,93,54
136,B,100,6,5,88,55
136,C,100,26,6,91,62
136,D,95,12,16,91,57
137,A,100,0,6,94,55
137,B,100,12,0,89,56
137,C,100,0,0,92,53
137,D,96,18,18,92,60
138,A,100,6,9,95,57
138,B,100,18,4,90,59
138,C,100,6,3,93,56
138,D,97,24,13,93,61
139,A,100,12,10,96,59
139,B,100,24,5,91,61
139,C,100,12,6,94,58
139,D,98,30,12,94,64
140,A,100,18,7,97,61
140,B,100,30,6,92,63
140,C,100,18,5,95,60
140,D,99,36,15,95,66
141,A,100,24,2,98,62
141,B,100,36,10,93,66
141,C,100,24,0,96,61
141,D,100,42,20,96,70
142,A,100,30,6,99,64
142,B,100,42,8,94,67
142,C,100,30,0,97,63
142,D,100,48,23,97,72
143,A,100,1,3,100,55
143,B,100,48,4,95,69
143,C,100,1,5,98,55
143,D,100,19,32,98,65
144,A,100,7,0,100,57
144,B,100,54,0,96,70
144,C,100,7,6,99,57
144,D,100,0,31,99,59
145,A,100,0,0,100,55
145,B,100,60,0,97,72
145,C,100,0,0,100,55
145,D,100,0,32,100,59
146,A,100,6,0,100,56
146,B,100,66,1,98,74
146,C,100,0,0,100,55
146,D,100,6,38,100,62
147,A,100,12,3,100,59
147,B,100,72,7,99,77
147,C,100,0,1,100,55
147,D,100,0,35,100,60
148,A,100,18,2,100,60
148,B,100,78,9,100,79
148,C,100,6,0,100,56
148,D,100,0,36,100,60
149,A,100,0,6,100,55
149,B,100,49,12,100,71
149,C,100,0,3,100,55
149,D,100,6,36,100,62
150,A,100,6,9,100,58
150,B,100,55,20,100,74
150,C,85,0,9,100,50
150,D,100,0,34,100,60
151,A,100,12,7,90,58
151,B,100,61,12,100,75
151,C,86,6,6,100,52
151,D,100,6,31,100,61
152,A,100,18,4,91,59
152,B,100,32,9,100,65
152,C,87,12,5,100,54
152,D,100,12,30,100,63
153,A,100,24,12,92,62
153,B,100,38,3,90,65
153,C,88,18,7,100,56
153,D,100,18,25,100,64
154,A,100,30,16,93,65
154,B,100,44,3,80,65
154,C,89,0,6,100,51
154,D,100,24,25,100,65
155,A,85,36,18,94,61
155,B,85,50,0,81,61
155,C,90,0,10,90,51
155,D,100,30,28,100,68
156,A,86,42,17,95,63
156,B,86,56,0,82,63
156,C,91,6,14,91,53
156,D,100,36,32,90,69
157,A,87,13,17,96,55
157,B,87,62,0,83,65
157,C,92,12,10,92,55
157,D,100,42,33,91,71
158,A,88,19,22,97,58
158,B,88,68,8,84,69
158,C,93,18,3,93,57
158,D,100,48,29,92,72
159,A,89,25,19,98,60
159,B,89,74,7,85,71
159,C,94,24,3,94,59
159,D,100,54,29,93,74
160,A,90,31,23,99,63
160,B,90,45,9,86,63
160,C,95,30,9,95,62
160,D,100,60,29,94,76
161,A,91,37,24,100,66
161,B,91,51,6,87,65
161,C,96,36,3,96,64
161,D,85,66,29,95,72
162,A,92,43,26,100,68
162,B,92,57,9,88,68
162,C,97,7,2,97,55
162,D,86,72,32,96,75
163,A,77,49,21,100,63
163,B,93,63,6,89,70
163,C,98,13,0,98,57
163,D,87,43,33,97,67
164,A,78,55,15,100,64
164,B,94,69,12,90,73
164,C,99,19,0,99,60
164,D,88,49,29,98,68
165,A,79,61,19,100,67
165,B,95,75,13,91,76
165,C,100,25,1,100,62
165,D,89,55,28,99,71
166,A,80,32,17,100,59
166,B,96,81,17,92,79
166,C,100,31,0,100,64
166,D,90,61,22,100,72
167,A,81,38,21,100,61
167,B,97,87,18,93,81
167,C,100,37,2,100,66
167,D,91,67,24,100,75
168,A,82,9,11,90,50
168,B,98,58,14,94,72
168,C,100,43,5,100,68
168,D,92,38,17,100,65
169,A,83,0,14,91,48
169,B,99,29,16,95,64
169,C,100,49,3,100,70
169,D,93,44,13,100,67
170,A,84,6,18,92,51
170,B,100,35,16,85,65
170,C,100,55,4,100,72
170,D,94,15,13,100,59
171,A,85,12,23,93,55
171,B,100,6,16,86,57
171,C,100,61,0,100,73
171,D,95,21,13,100,61
172,A,86,18,18,94,56
172,B,85,12,12,87,52
172,C,100,32,1,90,63
172,D,96,27,19,100,64
173,A,87,0,14,95,51
173,B,86,18,10,88,54
173,C,100,3,3,91,55
173,D,97,33,17,100,66
174,A,88,6,15,96,53
174,B,87,24,15,89,57
174,C,100,9,0,92,56
174,D,98,39,12,100,67
175,A,89,0,12,97,51
175,B,88,30,14,90,59
175,C,85,15,2,93,52
175,D,99,45,8,100,69
176,A,90,6,13,98,54
176,B,89,36,16,91,62
176,C,86,0,4,94,49
176,D,100,16,8,100,61
177,A,91,12,12,99,56
177,B,90,7,10,92,53
177,C,87,6,0,95,50
177,D,100,22,7,100,62
178,A,92,0,17,100,54
178,B,91,0,8,93,51
178,C,88,12,3,96,53
178,D,100,28,0,100,63
179,A,93,6,18,100,56
179,B,92,0,6,94,51
179,C,89,0,6,97,51
179,D,100,34,0,100,65
180,A,94,0,15,100,54
180,B,93,6,0,95,53
180,C,90,6,3,98,52
180,D,100,40,4,100,67
181,A,95,6,13,100,56
181,B,94,0,4,96,52
181,C,91,12,10,99,56
181,D,100,46,0,100,68
182,A,96,12,18,100,59
182,B,95,6,0,97,54
182,C,92,18,5,100,57
182,D,100,52,0,100,70
183,A,97,0,16,100,56
183,B,96,12,2,98,57
183,C,93,24,0,100,59
183,D,100,23,0,100,61
184,A,98,6,20,100,59
184,B,97,18,0,99,59
184,C,94,30,8,100,62
184,D,100,29,5,100,64
185,A,99,12,17,100,60
185,B,98,24,5,100,62
185,C,95,1,6,100,54
185,D,100,35,3,100,65
186,A,100,0,22,100,58
186,B,99,0,1,100,54
186,C,96,7,13,100,57
186,D,85,41,8,100,62
187,A,100,6,16,100,59
187,B,100,0,0,100,55
187,C,97,0,4,100,54
187,D,86,47,11,100,65
188,A,100,12,7,100,59
188,B,85,0,4,100,49
188,C,98,0,2,100,54
188,D,87,53,11,100,67
189,A,100,18,3,100,60
189,B,86,6,6,100,52
189,C,99,6,5,100,57
189,D,88,24,14,100,59
190,A,100,0,0,100,55
190,B,87,0,4,100,50
190,C,100,0,12,100,56
190,D,89,30,17,100,62
191,A,100,0,0,100,55
191,B,88,0,0,100,50
191,C,100,6,8,90,56
191,D,90,36,9,100,63
192,A,100,6,0,100,56
192,B,89,0,5,100,51
192,C,100,0,14,91,55
192,D,91,42,10,100,65
193,A,100,12,0,100,58
193,B,90,6,0,100,52
193,C,100,6,14,92,57
193,D,92,48,10,100,67
194,A,100,18,4,100,61
194,B,91,12,5,100,55
194,C,100,12,12,93,59
194,D,93,54,7,100,69
195,A,100,0,7,100,56
195,B,92,18,12,100,59
195,C,100,18,4,94,60
195,D,94,60,5,100,71
196,A,100,0,8,100,56
196,B,93,24,10,100,60
196,C,100,24,0,95,61
196,D,95,66,4,90,71
197,A,100,6,7,100,57
197,B,94,30,4,100,62
197,C,100,30,1,96,63
197,D,96,72,2,91,73
198,A,100,12,6,100,59
198,B,95,36,9,100,65
198,C,100,36,0,97,65
198,D,97,43,3,92,65
199,A,100,0,8,100,56
199,B,96,42,13,100,67
199,C,100,7,2,98,57
199,D,98,49,0,93,67
200,A,100,0,5,100,55
200,B,97,48,17,100,70
200,C,100,0,2,99,55
200,D,99,55,1,94,70
0,A,100,6,9,100,58
0,B,98,54,13,100,72
0,C,100,0,0,100,55
0,D,100,61,0,95,72
0,A,85,12,4,100,53
0,B,99,60,11,100,74
0,C,100,0,0,100,55
0,D,100,67,4,96,75
0,A,86,0,0,100,49
0,B,100,66,14,100,76
0,C,85,6,0,100,50
0,D,100,38,3,97,66
0,A,87,6,1,100,51
0,B,100,72,18,100,79
0,C,86,12,0,100,53
0,D,100,44,5,98,68
0,A,88,0,6,100,51
0,B,100,43,20,100,70
0,C,87,18,0,100,55
0,D,100,50,13,99,71
0,A,89,6,14,100,54
0,B,100,14,23,100,62
0,C,88,24,0,100,57
0,D,100,56,7,100,72
0,A,90,0,12,100,52
0,B,100,20,27,100,65
0,C,89,0,6,100,51
0,D,100,27,10,100,64
0,A,91,0,16,100,53
0,B,100,0,20,100,58
0,C,90,0,2,100,51
0,D,100,0,11,100,56
0,A,92,6,19,100,56
0,B,100,6,14,100,58
0,C,91,6,4,100,53
0,D,100,6,10,100,58
0,A,93,0,21,100,55
0,B,100,0,19,100,57
0,C,92,12,0,100,55
0,D,100,12,12,100,60
0,A,94,6,19,90,55
0,B,100,0,15,100,57
0,C,93,18,0,100,57
0,D,100,18,12,100,62
0,A,95,12,10,91,56
0,B,100,0,7,100,56
0,C,94,24,0,100,59
0,D,100,24,9,100,63
0,A,96,18,7,92,58
0,B,100,6,3,100,57
0,C,95,30,2,100,62
0,D,100,0,4,100,55
0,A,97,24,7,93,61
0,B,100,12,8,100,59
0,C,96,36,11,100,65
0,D,100,6,8,100,58
0,A,98,30,11,94,63
0,B,100,0,4,100,55
0,C,97,42,3,100,66
0,D,100,12,7,100,59
0,A,99,36,16,95,67
0,B,100,6,0,100,56
0,C,98,48,0,100,68
0,D,100,18,6,100,61
0,A,100,7,14,96,58
0,B,100,12,4,100,59
0,C,99,19,3,100,60
0,D,100,24,5,100,62
0,A,100,0,14,97,56
0,B,100,18,4,100,61
0,C,100,25,6,100,63
0,D,100,30,12,100,65
0,A,100,0,10,98,56
0,B,100,0,4,100,55
0,C,100,0,9,100,56
0,D,100,1,6,100,56
0,A,100,6,12,99,58
0,B,100,6,13,100,58
0,C,100,0,9,100,56
0,D,100,7,9,100,58
0,A,100,12,8,100,59
0,B,100,12,11,100,60
0,C,100,6,1,100,56
0,D,100,0,9,100,56
0,A,100,0,5,100,55
0,B,100,18,2,100,60
0,C,100,0,3,100,55
0,D,100,6,13,100,58
0,A,100,6,3,100,57
0,B,100,0,5,100,55
0,C,100,0,0,100,55
0,D,100,12,12,100,60
0,A,100,12,5,100,59
0,B,100,6,3,100,57
0,C,100,6,3,100,57
0,D,100,18,12,100,62
0,A,100,18,0,100,60
0,B,100,0,6,100,55
0,C,100,12,6,100,59
0,D,100,24,11,100,63
0,A,100,0,1,100,55
0,B,100,0,6,100,55
0,C,100,18,4,90,59
0,D,100,30,3,90,62
0,A,100,6,3,100,57
0,B,100,6,2,100,57
0,C,100,24,5,91,61
0,D,100,36,4,91,65
0,A,100,12,0,100,58
0,B,100,0,11,100,56
0,C,85,30,3,92,57
0,D,100,42,2,92,66
0,A,100,18,9,100,61
0,B,100,6,9,100,58
0,C,86,1,11,93,50
0,D,100,48,0,93,68
0,A,100,24,12,100,64
0,B,100,12,12,100,60
0,C,87,0,16,94,51
0,D,85,54,4,94,64
0,A,100,30,16,100,66
0,B,100,18,18,100,63
0,C,88,6,14,95,53
0,D,86,25,0,95,56
0,A,100,1,21,100,58
0,B,100,24,24,100,65
0,C,89,12,13,96,55
0,D,87,31,0,96,58
0,A,100,7,21,100,60
0,B,100,30,24,100,67
0,C,90,18,11,97,57
0,D,88,37,0,97,60
0,A,100,13,21,100,62
0,B,100,36,30,100,70
0,C,91,0,11,98,52
0,D,89,43,6,98,64
0,A,100,19,21,100,63
0,B,100,42,28,100,71
0,C,92,6,6,99,54
0,D,90,14,5,99,55
0,A,100,25,19,100,65
0,B,100,48,26,100,73
0,C,93,12,1,100,55
0,D,91,20,1,100,57
0,A,100,0,22,100,58
0,B,100,54,27,100,75
0,C,94,18,0,100,58
0,D,92,26,0,100,59
0,A,100,6,24,100,60
0,B,100,60,21,100,76
0,C,95,0,0,100,53
0,D,93,0,0,100,52
0,A,100,12,24,100,62
0,B,100,66,26,100,78
0,C,96,6,1,100,55
0,D,94,0,0,100,52
0,A,100,18,27,100,64
0,B,100,72,29,100,80
0,C,97,12,1,100,57
0,D,95,6,0,100,54
0,A,100,0,23,100,58
0,B,100,78,25,100,82
0,C,98,0,5,100,54
0,D,96,12,1,100,57
0,A,100,6,23,100,60
0,B,100,84,29,100,84
0,C,99,0,13,100,56
0,D,97,18,0,100,59
0,A,100,0,20,100,58
0,B,100,90,24,90,84
0,C,100,6,12,100,58
0,D,98,24,0,100,61
0,A,100,0,14,100,57
0,B,100,61,19,91,74
0,C,100,12,5,100,59
0,D,99,30,2,100,63
0,A,100,6,4,100,57
0,B,100,67,11,92,75
0,C,100,18,0,100,60
0,D,100,36,4,100,66
0,A,100,0,2,100,55
0,B,100,73,12,93,77
0,C,100,24,1,100,62
0,D,100,42,2,100,67
0,A,100,6,4,100,57
0,B,100,44,11,94,68
0,C,100,30,2,100,64
0,D,100,48,2,100,69
0,A,100,12,3,100,59
0,B,100,15,8,95,59
0,C,100,36,11,100,67
0,D,100,54,9,100,72
0,A,100,18,0,100,60
0,B,100,21,8,96,61
0,C,100,42,14,100,69
0,D,100,25,4,100,63
